Name,,,,,,,,,
Hoa Phat Group JSC,,,,,,,,,
Sai Gon Thuong Tin Commercial,,,,,,,,,
Techcombank,,,,,,,,,
Petrovietnam Power,,,,,,,,,
SSI Securities,,,,,,,,,
Vietnam Joint Stock Commercial Bank,,,,,,,,,
Military Commercial Bank,,,,,,,,,
Vietnam Prosperity,,,,,,,,,
Vincom Retail,,,,,,,,,
Vinhomes,,,,,,,,,
Vietnam Rubber,,,,,,,,,
ACB,,,,,,,,,
Ho Chi Minh City Develop,,,,,,,,,
Phat Dat Real Estate Development,,,,,,,,,
Vietnam National Petro,,,,,,,,,
FPT Corp,,,,,,,,,
Khang Dien House Trading Invest,,,,,,,,,
Vinamilk,,,,,,,,,
Bank for Investment and Development,,,,,,,,,
No Va Land Invest,,,,,,,,,
Masan Group Corp,,,,,,,,,
BaoViet Holdings,,,,,,,,,
Tien Phong Commercial,,,,,,,,,
Petrovietnam Gas JSCrp,,,,,,,,,
Mobile World Investment Corp,,,,,,,,,
Vingroup JSC,,,,,,,,,
Phu Nhuan Jewelry JSC,,,,,,,,,
Vietjet Aviation,,,,,,,,,
Vietcombank,,,,,,,,,
Saigon Beer Alcohol Beverage,,,,,,,,,
