name,symbol,country,indice
Harta Aman Pratama,AHAP,indonesia,Jakarta Stock Exchange Composite Index
GTS Internasional Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Natura City,CITY,indonesia,Jakarta Stock Exchange Composite Index
Bali Towerindo Sentra,BALI,indonesia,Jakarta Stock Exchange Composite Index
Provident Agro,PALM,indonesia,Jakarta Stock Exchange Composite Index
Indopoly Swakarsa,IPOL,indonesia,Jakarta Stock Exchange Composite Index
Wilton Makmur Indonesia,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Pacific Strategic,APIC,indonesia,Jakarta Stock Exchange Composite Index
Jamu dan Farmasi Sido,SIDO,indonesia,Jakarta Stock Exchange Composite Index
Bank Danamon,BDMN,indonesia,Jakarta Stock Exchange Composite Index
Golden Eagle Energy,SMMT,indonesia,Jakarta Stock Exchange Composite Index
Bank Amar Indonesia,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Semen Baturaja Persero,SMBR,indonesia,Jakarta Stock Exchange Composite Index
Nusa Palapa Gemilang PT Tbk,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Tirta Mahakam,TIRT,indonesia,Jakarta Stock Exchange Composite Index
Matahari,LPPF,indonesia,Jakarta Stock Exchange Composite Index
PT Wahana Interfood,COCO,indonesia,Jakarta Stock Exchange Composite Index
Charoen Pokphand Indonesia,CPIN,indonesia,Jakarta Stock Exchange Composite Index
Vale Indonesia,INCO,indonesia,Jakarta Stock Exchange Composite Index
Visi Media Asia,VIVA,indonesia,Jakarta Stock Exchange Composite Index
Sariguna Primatirta,CLEO,indonesia,Jakarta Stock Exchange Composite Index
Victoria Investama,VICO,indonesia,Jakarta Stock Exchange Composite Index
Bank Cimb Niaga,BNGA,indonesia,Jakarta Stock Exchange Composite Index
Akr Corporindo,AKRA,indonesia,Jakarta Stock Exchange Composite Index
Eastparc Hotel,EAST,indonesia,Jakarta Stock Exchange Composite Index
Indo Tambangraya,ITMG,indonesia,Jakarta Stock Exchange Composite Index
Jaya Agra Wattie,JAWA,indonesia,Jakarta Stock Exchange Composite Index
Krakatau Steel Persero,KRAS,indonesia,Jakarta Stock Exchange Composite Index
Triniti Dinamik PT Tbk,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Millennium Pharma,SDPC,indonesia,Jakarta Stock Exchange Composite Index
Yelooo Integra,YELO,indonesia,Jakarta Stock Exchange Composite Index
Semen Indonesia Persero,SMGR,indonesia,Jakarta Stock Exchange Composite Index
Djasa Ubersakti Tbk,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Jasnita Telekom,JAST,indonesia,Jakarta Stock Exchange Composite Index
Verena Multi Finance,VRNA,indonesia,Jakarta Stock Exchange Composite Index
Mark Dynamics Indonesia,MARK,indonesia,Jakarta Stock Exchange Composite Index
Bali Bintang Sejahtera,BOLA,indonesia,Jakarta Stock Exchange Composite Index
Pikko Land Development,RODA,indonesia,Jakarta Stock Exchange Composite Index
Surya Biru Murni Acetylene Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Budi Starch & Sweetener,BUDI,indonesia,Jakarta Stock Exchange Composite Index
Andalan Perkasa Abadi Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Sentral Mitra Informatika,LUCK,indonesia,Jakarta Stock Exchange Composite Index
Ace Hardware,ACES,indonesia,Jakarta Stock Exchange Composite Index
Harapan Duta Pertiwi PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Prima Globalindo,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Kedaung Indah Can,KICI,indonesia,Jakarta Stock Exchange Composite Index
Jasa Marga,JSMR,indonesia,Jakarta Stock Exchange Composite Index
Capitol Nusantara,CANI,indonesia,Jakarta Stock Exchange Composite Index
Weha Transportasi,WEHA,indonesia,Jakarta Stock Exchange Composite Index
Global Sukses Solusi Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Ramayana Lestari,RALS,indonesia,Jakarta Stock Exchange Composite Index
Inter-Delta,INTD,indonesia,Jakarta Stock Exchange Composite Index
Mulia Industrindo,MLIA,indonesia,Jakarta Stock Exchange Composite Index
Zebra Nusantara,ZBRA,indonesia,Jakarta Stock Exchange Composite Index
Era Mandiri Cemerlang Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Trimitra Propertindo,LAND,indonesia,Jakarta Stock Exchange Composite Index
Formosa Ingredient Factory PT Tbk,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Jaya Konstruksi,JKON,indonesia,Jakarta Stock Exchange Composite Index
Harum Energy,HRUM,indonesia,Jakarta Stock Exchange Composite Index
Multi Prima Sejahtera,LPIN,indonesia,Jakarta Stock Exchange Composite Index
IDeA Indonesia Akademi Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Chitose Internasional,CINT,indonesia,Jakarta Stock Exchange Composite Index
Palma Serasih,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Mahkota,MGRO,indonesia,Jakarta Stock Exchange Composite Index
Tanah Laut,INDX,indonesia,Jakarta Stock Exchange Composite Index
Sumber Global,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Estika Tata Tiara,BEEF,indonesia,Jakarta Stock Exchange Composite Index
Primarindo Asia Infrastructure Tbk,BIMA,indonesia,Jakarta Stock Exchange Composite Index
Blue Bird,BIRD,indonesia,Jakarta Stock Exchange Composite Index
Saranacentral Bajatama,BAJA,indonesia,Jakarta Stock Exchange Composite Index
Pollux Properti,POLL,indonesia,Jakarta Stock Exchange Composite Index
Victoria Care,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Abm Investama,ABMM,indonesia,Jakarta Stock Exchange Composite Index
Kobexindo Tractors,KOBX,indonesia,Jakarta Stock Exchange Composite Index
Bank Ina Perdana,BINA,indonesia,Jakarta Stock Exchange Composite Index
Bank Pembangunan Timur,BJTM,indonesia,Jakarta Stock Exchange Composite Index
Alkindo Naratama,ALDO,indonesia,Jakarta Stock Exchange Composite Index
Impack Pratama Industri,IMPC,indonesia,Jakarta Stock Exchange Composite Index
Boston Furniture,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Terregra Asia,TGRA,indonesia,Jakarta Stock Exchange Composite Index
Jasa Armada Indonesia,IPCM,indonesia,Jakarta Stock Exchange Composite Index
Campina Ice Cream,CAMP,indonesia,Jakarta Stock Exchange Composite Index
Imago Mulia Persada Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Andalan Sakti,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Central Omega Resources,DKFT,indonesia,Jakarta Stock Exchange Composite Index
Lotte Chemical Titan PT,FPNI,indonesia,Jakarta Stock Exchange Composite Index
Lippo Cikarang,LPCK,indonesia,Jakarta Stock Exchange Composite Index
Lancartama Sejati,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Indonesia Fibreboard,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Planet Properindo,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Ever Shine Textile,ESTI,indonesia,Jakarta Stock Exchange Composite Index
Indofood,INDF,indonesia,Jakarta Stock Exchange Composite Index
Salim Ivomas Pratama,SIMP,indonesia,Jakarta Stock Exchange Composite Index
Optima Prima,OPMS,indonesia,Jakarta Stock Exchange Composite Index
Indomobil Sukses,IMAS,indonesia,Jakarta Stock Exchange Composite Index
Limas Indonesia Makmur,LMAS,indonesia,Jakarta Stock Exchange Composite Index
Indah Kiat Pulp & Paper,INKP,indonesia,Jakarta Stock Exchange Composite Index
Megapower Makmur,MPOW,indonesia,Jakarta Stock Exchange Composite Index
Rukun Raharja,RAJA,indonesia,Jakarta Stock Exchange Composite Index
Prodia Widyahusada,PRDA,indonesia,Jakarta Stock Exchange Composite Index
Mitrabahtera Segara,MBSS,indonesia,Jakarta Stock Exchange Composite Index
Fortune Indonesia,FORU,indonesia,Jakarta Stock Exchange Composite Index
Bank Sinarmas,BSIM,indonesia,Jakarta Stock Exchange Composite Index
Metropolitan Land,MTLA,indonesia,Jakarta Stock Exchange Composite Index
MAP Aktif Adiperkasa,MAPA,indonesia,Jakarta Stock Exchange Composite Index
Gajah Tunggal,GJTL,indonesia,Jakarta Stock Exchange Composite Index
Greenwood Sejahtera,GWSA,indonesia,Jakarta Stock Exchange Composite Index
Voksel Electric,VOKS,indonesia,Jakarta Stock Exchange Composite Index
Megalestari Epack,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Bank Pembangunan,BJBR,indonesia,Jakarta Stock Exchange Composite Index
Trans Power Marine,TPMA,indonesia,Jakarta Stock Exchange Composite Index
Garuda Maintenance Facility,GMFI,indonesia,Jakarta Stock Exchange Composite Index
Meta Epsi,MTPS,indonesia,Jakarta Stock Exchange Composite Index
Mustika Ratu,MRAT,indonesia,Jakarta Stock Exchange Composite Index
Sillo Maritime Perdana,SHIP,indonesia,Jakarta Stock Exchange Composite Index
Radana Bhaskara Finance Tbk,HDFA,indonesia,Jakarta Stock Exchange Composite Index
United Tractors,UNTR,indonesia,Jakarta Stock Exchange Composite Index
Asuransi Jasa Tania,ASJT,indonesia,Jakarta Stock Exchange Composite Index
Itama Ranoraya,IRRA,indonesia,Jakarta Stock Exchange Composite Index
Citatah,CTTH,indonesia,Jakarta Stock Exchange Composite Index
Ulima Nitra PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Kmi Wire And Cable,KBLI,indonesia,Jakarta Stock Exchange Composite Index
Bank Ocbc Nisp,NISP,indonesia,Jakarta Stock Exchange Composite Index
Pabrik Kertas Tjiwi,TKIM,indonesia,Jakarta Stock Exchange Composite Index
Bank Harda Internasional Tbk PT,BBHI,indonesia,Jakarta Stock Exchange Composite Index
Steady Safe TBK PT,SAFE,indonesia,Jakarta Stock Exchange Composite Index
Pool Advista Finance,POLA,indonesia,Jakarta Stock Exchange Composite Index
Jaya Real Property,JRPT,indonesia,Jakarta Stock Exchange Composite Index
Suryamas Dutamakmur,SMDM,indonesia,Jakarta Stock Exchange Composite Index
Asuransi Kresna Mitra,ASMI,indonesia,Jakarta Stock Exchange Composite Index
Intermedia Capital,MDIA,indonesia,Jakarta Stock Exchange Composite Index
Clipan Finance,CFIN,indonesia,Jakarta Stock Exchange Composite Index
Bank Mayapada,MAYA,indonesia,Jakarta Stock Exchange Composite Index
PT Kendaraan Terminal,IPCC,indonesia,Jakarta Stock Exchange Composite Index
Sejahtera Bintang,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Geoprima Solusi Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Bhuwanatala Indah,BIPP,indonesia,Jakarta Stock Exchange Composite Index
Rig Tenders,RIGS,indonesia,Jakarta Stock Exchange Composite Index
Siloam International,SILO,indonesia,Jakarta Stock Exchange Composite Index
Link Net,LINK,indonesia,Jakarta Stock Exchange Composite Index
Chandra Asri Petro,TPIA,indonesia,Jakarta Stock Exchange Composite Index
Indofood Cbp,ICBP,indonesia,Jakarta Stock Exchange Composite Index
M Cash Integrasi PT,MCAS,indonesia,Jakarta Stock Exchange Composite Index
Panorama Sentrawisata,PANR,indonesia,Jakarta Stock Exchange Composite Index
Resource Alam Indonesia,KKGI,indonesia,Jakarta Stock Exchange Composite Index
Hasnur Internasional Shipping Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Suparma,SPMA,indonesia,Jakarta Stock Exchange Composite Index
Makmur Berkah,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Solusi Bangun Indonesia,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Gaya Abadi,SLIS,indonesia,Jakarta Stock Exchange Composite Index
Ultra Jaya Milk,ULTJ,indonesia,Jakarta Stock Exchange Composite Index
Indosterling,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Surya Semesta,SSIA,indonesia,Jakarta Stock Exchange Composite Index
Superkrane Mitra Utama,SKRN,indonesia,Jakarta Stock Exchange Composite Index
Langgeng Makmur,LMPI,indonesia,Jakarta Stock Exchange Composite Index
Wahana Pronatural,WAPO,indonesia,Jakarta Stock Exchange Composite Index
Indo Oil Perkasa PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Mayora Indah,MYOR,indonesia,Jakarta Stock Exchange Composite Index
Emdeki Utama,MDKI,indonesia,Jakarta Stock Exchange Composite Index
Wismilak Inti Makmur,WIIM,indonesia,Jakarta Stock Exchange Composite Index
Bhakti Multi Artha,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Indonesian Tobacco,ITIC,indonesia,Jakarta Stock Exchange Composite Index
Intiland Development,DILD,indonesia,Jakarta Stock Exchange Composite Index
Panca Budi Idaman,PBID,indonesia,Jakarta Stock Exchange Composite Index
Astra Agro Lestari,AALI,indonesia,Jakarta Stock Exchange Composite Index
Indocement Tunggal,INTP,indonesia,Jakarta Stock Exchange Composite Index
Asuransi Jiwa Syariah,JMAS,indonesia,Jakarta Stock Exchange Composite Index
Pelayaran Nelly,NELY,indonesia,Jakarta Stock Exchange Composite Index
Indosat,ISAT,indonesia,Jakarta Stock Exchange Composite Index
Indonesia Pondasi Raya Tbk PT,IDPR,indonesia,Jakarta Stock Exchange Composite Index
Royalindo Investa,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Sunter Lakeside Hotel Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Indo Komoditi Korpora,INCF,indonesia,Jakarta Stock Exchange Composite Index
PT Trimuda Nuansa,TNCA,indonesia,Jakarta Stock Exchange Composite Index
Akbar Indomakmur,AIMS,indonesia,Jakarta Stock Exchange Composite Index
Surya Toto Indonesia,TOTO,indonesia,Jakarta Stock Exchange Composite Index
Hensel Davest,HDIT,indonesia,Jakarta Stock Exchange Composite Index
Esta Multi Usaha,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Lautan Luas,LTLS,indonesia,Jakarta Stock Exchange Composite Index
Malindo Feedmill,MAIN,indonesia,Jakarta Stock Exchange Composite Index
Bisi International,BISI,indonesia,Jakarta Stock Exchange Composite Index
Ricky Putra Globalindo,RICY,indonesia,Jakarta Stock Exchange Composite Index
Tempo Scan Pacific,TSPC,indonesia,Jakarta Stock Exchange Composite Index
Bank Tabungan Pensiunan,BTPS,indonesia,Jakarta Stock Exchange Composite Index
Kimia Farma Persero,KAEF,indonesia,Jakarta Stock Exchange Composite Index
Kencana Energi,KEEN,indonesia,Jakarta Stock Exchange Composite Index
Batulicin Nusantara,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Tourindo Guide,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Alfa Energi Investama,FIRE,indonesia,Jakarta Stock Exchange Composite Index
Aneka Gas,AGII,indonesia,Jakarta Stock Exchange Composite Index
Merck,MERK,indonesia,Jakarta Stock Exchange Composite Index
Duta Anggada,DART,indonesia,Jakarta Stock Exchange Composite Index
City Retail Developments Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Slj Global,SULI,indonesia,Jakarta Stock Exchange Composite Index
Bank Woori Indonesia,SDRA,indonesia,Jakarta Stock Exchange Composite Index
Lenox Pasifik Investama Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Sat Nusapersada,PTSN,indonesia,Jakarta Stock Exchange Composite Index
Polychem Indonesia,ADMG,indonesia,Jakarta Stock Exchange Composite Index
Capital Financial Ind,CASA,indonesia,Jakarta Stock Exchange Composite Index
PT Surya Pertiwi,SPTO,indonesia,Jakarta Stock Exchange Composite Index
Indo Acidatama,SRSN,indonesia,Jakarta Stock Exchange Composite Index
Ashmore Asset,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Petrosea,PTRO,indonesia,Jakarta Stock Exchange Composite Index
Batavia Prosperindo Trans,BPTR,indonesia,Jakarta Stock Exchange Composite Index
Malacca Trust Wuwungan,MTWI,indonesia,Jakarta Stock Exchange Composite Index
Arwana Citramulia,ARNA,indonesia,Jakarta Stock Exchange Composite Index
Selamat Sempurna,SMSM,indonesia,Jakarta Stock Exchange Composite Index
Gudang Garam,GGRM,indonesia,Jakarta Stock Exchange Composite Index
Fuji Finance Indonesia,FUJI,indonesia,Jakarta Stock Exchange Composite Index
Aesler Gr,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Nusantara Infra,META,indonesia,Jakarta Stock Exchange Composite Index
Pembangunan Jaya Ancol,PJAA,indonesia,Jakarta Stock Exchange Composite Index
Total Bangun Persada,TOTL,indonesia,Jakarta Stock Exchange Composite Index
Industri Dan Perdagangan,CARS,indonesia,Jakarta Stock Exchange Composite Index
Trisula Textile,BELL,indonesia,Jakarta Stock Exchange Composite Index
Asuransi Tugu Pratama,TUGU,indonesia,Jakarta Stock Exchange Composite Index
Damai Sejahtera Abadi Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Kedoya Adyaraya Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Panca Global,PEGE,indonesia,Jakarta Stock Exchange Composite Index
Martina Berto,MBTO,indonesia,Jakarta Stock Exchange Composite Index
Mitrabara Adiperdana,MBAP,indonesia,Jakarta Stock Exchange Composite Index
Hexindo Adiperkasa,HEXA,indonesia,Jakarta Stock Exchange Composite Index
Tunas Baru Lampung,TBLA,indonesia,Jakarta Stock Exchange Composite Index
Urban Jakarta Propertindo,URBN,indonesia,Jakarta Stock Exchange Composite Index
Binakarya Jaya Abadi Tbk PT,BIKA,indonesia,Jakarta Stock Exchange Composite Index
Nusantara Voucher,DIVA,indonesia,Jakarta Stock Exchange Composite Index
Diamond Citra,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Prima Andalan Mandiri Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Dewata Freight,DEAL,indonesia,Jakarta Stock Exchange Composite Index
Jaya Sukses Makmur,RISE,indonesia,Jakarta Stock Exchange Composite Index
Duta Pertiwi Nusantara,DPNS,indonesia,Jakarta Stock Exchange Composite Index
Communication Cable Systems,CCSI,indonesia,Jakarta Stock Exchange Composite Index
Anugerah Kagum Karya,AKKU,indonesia,Jakarta Stock Exchange Composite Index
Delta Djakarta,DLTA,indonesia,Jakarta Stock Exchange Composite Index
Supra Boga Lestari,RANC,indonesia,Jakarta Stock Exchange Composite Index
Pelat Timah Nusantara,NIKL,indonesia,Jakarta Stock Exchange Composite Index
Kino Indonesia Tbk PT,KINO,indonesia,Jakarta Stock Exchange Composite Index
Pollux Investasi,POLI,indonesia,Jakarta Stock Exchange Composite Index
Inocycle,INOV,indonesia,Jakarta Stock Exchange Composite Index
TBS Energi Utama Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Bintang Mitra,BMSR,indonesia,Jakarta Stock Exchange Composite Index
Bank Maspion Indonesia,BMAS,indonesia,Jakarta Stock Exchange Composite Index
Gunung Raja,GGRP,indonesia,Jakarta Stock Exchange Composite Index
Trias Sentosa,TRST,indonesia,Jakarta Stock Exchange Composite Index
Champion Pacific,IGAR,indonesia,Jakarta Stock Exchange Composite Index
Dana Brata Luhur,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Bank Permata,BNLI,indonesia,Jakarta Stock Exchange Composite Index
Astra Graphia,ASGR,indonesia,Jakarta Stock Exchange Composite Index
Baramulti Suksessarana,BSSR,indonesia,Jakarta Stock Exchange Composite Index
Agung Semesta Sejahtera Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Charnic Capital,NICK,indonesia,Jakarta Stock Exchange Composite Index
Phapros,PEHA,indonesia,Jakarta Stock Exchange Composite Index
Equity Dev Inv,GSMF,indonesia,Jakarta Stock Exchange Composite Index
Darma Henwa,DEWA,indonesia,Jakarta Stock Exchange Composite Index
Grand House,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Betonjaya Manunggal,BTON,indonesia,Jakarta Stock Exchange Composite Index
Surya Fajar Capital,SFAN,indonesia,Jakarta Stock Exchange Composite Index
Ristia Bintang,RBMS,indonesia,Jakarta Stock Exchange Composite Index
Pratama Widya,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Multi Indocitra,MICE,indonesia,Jakarta Stock Exchange Composite Index
Multi Artha Guna,AMAG,indonesia,Jakarta Stock Exchange Composite Index
Satyamitra Kemas Lestari,SMKL,indonesia,Jakarta Stock Exchange Composite Index
Radiant Utama,RUIS,indonesia,Jakarta Stock Exchange Composite Index
Keramika Indonesia,KIAS,indonesia,Jakarta Stock Exchange Composite Index
Telefast Indonesia,TFAS,indonesia,Jakarta Stock Exchange Composite Index
PT Sarimelati Kencana,PZZA,indonesia,Jakarta Stock Exchange Composite Index
Rockfields Prop,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Sampoerna Agro,SGRO,indonesia,Jakarta Stock Exchange Composite Index
Pinago Utama,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Paninvest,PNIN,indonesia,Jakarta Stock Exchange Composite Index
Bukit Darmo,BKDP,indonesia,Jakarta Stock Exchange Composite Index
Mega Perintis,ZONE,indonesia,Jakarta Stock Exchange Composite Index
Ekadharma,EKAD,indonesia,Jakarta Stock Exchange Composite Index
Akasha Wira,ADES,indonesia,Jakarta Stock Exchange Composite Index
Pyridam Farma,PYFA,indonesia,Jakarta Stock Exchange Composite Index
Indofarma,INAF,indonesia,Jakarta Stock Exchange Composite Index
Berkah Prima Perkasa,BLUE,indonesia,Jakarta Stock Exchange Composite Index
Panin Sekuritas,PANS,indonesia,Jakarta Stock Exchange Composite Index
Fimperkasa Utama Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Gema Grahasarana,GEMA,indonesia,Jakarta Stock Exchange Composite Index
Bhakti Agung Propertindo,BAPI,indonesia,Jakarta Stock Exchange Composite Index
PT Buana Artha Anugerah Tbk,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Jasuindo Tiga Perkasa,JTPE,indonesia,Jakarta Stock Exchange Composite Index
NFC Indonesia,NFCX,indonesia,Jakarta Stock Exchange Composite Index
Kirana Megatara,KMTR,indonesia,Jakarta Stock Exchange Composite Index
Globe Kita Terang Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Dwi Guna Laksana,DWGL,indonesia,Jakarta Stock Exchange Composite Index
Bakrie Sumatera,UNSP,indonesia,Jakarta Stock Exchange Composite Index
Shield On Service,SOSS,indonesia,Jakarta Stock Exchange Composite Index
Anabatic Technologies Tbk,ATIC,indonesia,Jakarta Stock Exchange Composite Index
Tifa Finance,TIFA,indonesia,Jakarta Stock Exchange Composite Index
FAP Agri Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Star Pacific,LPLI,indonesia,Jakarta Stock Exchange Composite Index
Wahana Ottomitra,WOMF,indonesia,Jakarta Stock Exchange Composite Index
Pembangunan Graha,PGLI,indonesia,Jakarta Stock Exchange Composite Index
Indorama Synthetics,INDR,indonesia,Jakarta Stock Exchange Composite Index
Asahimas Flat Glass,AMFG,indonesia,Jakarta Stock Exchange Composite Index
Nippon,ROTI,indonesia,Jakarta Stock Exchange Composite Index
Berlian Laju Tanker Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Morenzo Abadi,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Cardig Aero,CASS,indonesia,Jakarta Stock Exchange Composite Index
Jakarta Int Hotels & Dev,JIHD,indonesia,Jakarta Stock Exchange Composite Index
Galva Technologies,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Multipolar Technology,MLPT,indonesia,Jakarta Stock Exchange Composite Index
Electronic City Ind,ECII,indonesia,Jakarta Stock Exchange Composite Index
Yulie Sekurindo,YULE,indonesia,Jakarta Stock Exchange Composite Index
Panca Anugrah Wisesa Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Uni Charm,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Arita Prima Indonesia,APII,indonesia,Jakarta Stock Exchange Composite Index
Multifiling Mitra,MFMI,indonesia,Jakarta Stock Exchange Composite Index
Minna Padi Investama,PADI,indonesia,Jakarta Stock Exchange Composite Index
Kabelindo Murni,KBLM,indonesia,Jakarta Stock Exchange Composite Index
Bayan Resources,BYAN,indonesia,Jakarta Stock Exchange Composite Index
Adira Dinamika,ADMF,indonesia,Jakarta Stock Exchange Composite Index
Ateliers Mecaniques D’Indonesie,AMIN,indonesia,Jakarta Stock Exchange Composite Index
Arthavest,ARTA,indonesia,Jakarta Stock Exchange Composite Index
Indo Straits,PTIS,indonesia,Jakarta Stock Exchange Composite Index
Multi Bintang Ind,MLBI,indonesia,Jakarta Stock Exchange Composite Index
Nusa Raya Cipta,NRCA,indonesia,Jakarta Stock Exchange Composite Index
Tunas Ridean,TURI,indonesia,Jakarta Stock Exchange Composite Index
Tempo Inti Media,TMPO,indonesia,Jakarta Stock Exchange Composite Index
Nusantara Almazia,NZIA,indonesia,Jakarta Stock Exchange Composite Index
Samindo Resources,MYOH,indonesia,Jakarta Stock Exchange Composite Index
Fortune Mate,FMII,indonesia,Jakarta Stock Exchange Composite Index
Bakrie & Brothers,BNBR,indonesia,Jakarta Stock Exchange Composite Index
PT Dafam Property,DFAM,indonesia,Jakarta Stock Exchange Composite Index
Lippo General Insurance,LPGI,indonesia,Jakarta Stock Exchange Composite Index
Enseval Putra,EPMT,indonesia,Jakarta Stock Exchange Composite Index
Andira Agro,ANDI,indonesia,Jakarta Stock Exchange Composite Index
Prasidha Aneka Niaga,PSDN,indonesia,Jakarta Stock Exchange Composite Index
Intanwijaya,INCI,indonesia,Jakarta Stock Exchange Composite Index
Austindo Nusantara Jaya,ANJT,indonesia,Jakarta Stock Exchange Composite Index
Prima Cakrawala Abadi,PCAR,indonesia,Jakarta Stock Exchange Composite Index
Colorpak Indonesia,CLPI,indonesia,Jakarta Stock Exchange Composite Index
Eratex Djaja,ERTX,indonesia,Jakarta Stock Exchange Composite Index
Golden Flower,POLU,indonesia,Jakarta Stock Exchange Composite Index
Citra Marga,CMNP,indonesia,Jakarta Stock Exchange Composite Index
Asuransi Bintang,ASBI,indonesia,Jakarta Stock Exchange Composite Index
Mnc Sky Vision,MSKY,indonesia,Jakarta Stock Exchange Composite Index
Eka Sari Lorena,LRNA,indonesia,Jakarta Stock Exchange Composite Index
Tira Austenite,TIRA,indonesia,Jakarta Stock Exchange Composite Index
Atlas Resources,ARII,indonesia,Jakarta Stock Exchange Composite Index
Pelangi Indah Canindo,PICO,indonesia,Jakarta Stock Exchange Composite Index
Asiaplast Industries,APLI,indonesia,Jakarta Stock Exchange Composite Index
Sunson Textile,SSTM,indonesia,Jakarta Stock Exchange Composite Index
Pudjiadi Prestige,PUDP,indonesia,Jakarta Stock Exchange Composite Index
Falmaco Nonwoven Industri PT Tbk,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Graha Andrasentra,JGLE,indonesia,Jakarta Stock Exchange Composite Index
Indal Aluminium,INAI,indonesia,Jakarta Stock Exchange Composite Index
Jaya Trishindo,HELI,indonesia,Jakarta Stock Exchange Composite Index
Bank Mega,MEGA,indonesia,Jakarta Stock Exchange Composite Index
Sinar Mas Agro Resources and Technology Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Reliance Securities,RELI,indonesia,Jakarta Stock Exchange Composite Index
Golden Energy Mines,GEMS,indonesia,Jakarta Stock Exchange Composite Index
Goodyear Indonesia,GDYR,indonesia,Jakarta Stock Exchange Composite Index
Tri Banyan Tirta,ALTO,indonesia,Jakarta Stock Exchange Composite Index
Maming Enam Sembilan Mineral Tbk PT,NO Esta,indonesia,Jakarta Stock Exchange Composite Index
Sumber Energi Andalan,ITMA,indonesia,Jakarta Stock Exchange Composite Index
Intraco Penta,INTA,indonesia,Jakarta Stock Exchange Composite Index
Alumindo,ALMI,indonesia,Jakarta Stock Exchange Composite Index
