name,symbol,country,indice
ELETROBRAS PNB,ELET6,brazil,Bovespa
EMBRAER ON,EMBR3,brazil,Bovespa
ENERGIAS BR ON,ENBR3,brazil,Bovespa
Energisa,ENGI11,brazil,Bovespa
ENEVA ON NM,ENEV3,brazil,Bovespa
ENGIE BRASILON NM,EGIE3,brazil,Bovespa
EQUATORIAL ON,EQTL3,brazil,Bovespa
EZTEC ON,EZTC3,brazil,Bovespa
FLEURY ON,FLRY3,brazil,Bovespa
GERDAU MET PN,GOAU4,brazil,Bovespa
GERDAU PN N1,GGBR4,brazil,Bovespa
Getnet Adquirencia Unt,GETT11,brazil,Bovespa
GOL PN N2,GOLL4,brazil,Bovespa
Hapvida,HAPV3,brazil,Bovespa
HYPERMARCAS ON,HYPE3,brazil,Bovespa
IGUATEMI ON,IGTA3,brazil,Bovespa
IRB Brasil Resseguros,IRBR3,brazil,Bovespa
ITAUSA PN,ITSA4,brazil,Bovespa
ITAUUNIBANCOPN EB N1,ITUB4,brazil,Bovespa
JBS ON,JBSS3,brazil,Bovespa
JHSF PART ON,JHSF3,brazil,Bovespa
KLABIN S/A UNT N2,KLBN11,brazil,Bovespa
LOCALIZA ON,RENT3,brazil,Bovespa
LOCAMERICA ON NM,LCAM3,brazil,Bovespa
Locaweb On,LWSA3,brazil,Bovespa
LOJAS AMERIC PN,LAME4,brazil,Bovespa
LOJAS RENNER ON,LREN3,brazil,Bovespa
MAGAZ LUIZA ON,MGLU3,brazil,Bovespa
MARFRIG ON,MRFG3,brazil,Bovespa
Meliuz,CASH3,brazil,Bovespa
MINERVA ON,BEEF3,brazil,Bovespa
Moda Soma,SOMA3,brazil,Bovespa
MRV ON,MRVE3,brazil,Bovespa
MULTIPLAN ON,MULT3,brazil,Bovespa
NATURA ON,NATU3,brazil,Bovespa
Notre Dame,GNDI3,brazil,Bovespa
PETROBRAS ON,PETR3,brazil,Bovespa
PETROBRAS PN,PETR4,brazil,Bovespa
PETRORIO ON NM,PRIO3,brazil,Bovespa
Petz On,PETZ3,brazil,Bovespa
QUALICORP ON,QUAL3,brazil,Bovespa
RAIADROGASIL ON,RADL3,brazil,Bovespa
Rede D’Or,RDOR3,brazil,Bovespa
RUMO ON NM,RAIL3,brazil,Bovespa
SABESP ON,SBSP3,brazil,Bovespa
SANTANDER BR UNT,SANB11,brazil,Bovespa
Sendas Distribuidora,ASAI3,brazil,Bovespa
SID NACIONAL ON,CSNA3,brazil,Bovespa
SUL AMERICA UNT,SULA11,brazil,Bovespa
Suzano Papel Celulose,SUZB3,brazil,Bovespa
TAEE UNIT,TAEE11,brazil,Bovespa
TELEF BRASIL ON,VIVT3,brazil,Bovespa
TIM PART S/A ON,TIMP3,brazil,Bovespa
TOTVS ON,TOTS3,brazil,Bovespa
ULTRAPAR ON NM,UGPA3,brazil,Bovespa
USIMINAS PNA,USIM5,brazil,Bovespa
VALE ON,VALE3,brazil,Bovespa
Via SA,VIIA3,brazil,Bovespa
WEG ON,WEGE3,brazil,Bovespa
YDUQS Participacoes,YDUQ3,brazil,Bovespa
Alfa,ALFAA,mexico,S&P_BMV IPC
Alsea,ALSEA,mexico,S&P_BMV IPC
America Movil,AMXL,mexico,S&P_BMV IPC
Arca Continental,AC,mexico,S&P_BMV IPC
Asur B,ASURB,mexico,S&P_BMV IPC
Banco Del Bajio,BBAJIOO,mexico,S&P_BMV IPC
Becle,CUERVO,mexico,S&P_BMV IPC
Bimbo,BIMBOA,mexico,S&P_BMV IPC
Bolsa Mexicana De Valores,BOLSAA,mexico,S&P_BMV IPC
Cemex,CEMEXCPO,mexico,S&P_BMV IPC
Coca-Cola Femsa,KOFUBL,mexico,S&P_BMV IPC
Controladora Vuela,VOLARA,mexico,S&P_BMV IPC
Corporacion Inmobiliaria Vesta SAB,VESTA,mexico,S&P_BMV IPC
El Puerto De Liverpool C1,LIVEPOLC1,mexico,S&P_BMV IPC
Fomento Economico UBD,FEMSAUBD,mexico,S&P_BMV IPC
GAP B,GAPB,mexico,S&P_BMV IPC
Genomma Lab Int,LABB,mexico,S&P_BMV IPC
Gruma SAB de CV,GRUMAB,mexico,S&P_BMV IPC
Grupo Carso,GCARSOA1,mexico,S&P_BMV IPC
Grupo Cementos Chihuahua,GCC,mexico,S&P_BMV IPC
Grupo Elektra,ELEKTRA,mexico,S&P_BMV IPC
Grupo Financiero Banorte,GFNORTEO,mexico,S&P_BMV IPC
Grupo Financiero Inbursa,GFINBURO,mexico,S&P_BMV IPC
Grupo Mexico,GMEXICOB,mexico,S&P_BMV IPC
Grupo Televisa Unit,TLEVISACPO,mexico,S&P_BMV IPC
Industrias Penoles,PEOLES,mexico,S&P_BMV IPC
Kimberly - Clark A,KIMBERA,mexico,S&P_BMV IPC
Megacable Holdings,MEGACPO,mexico,S&P_BMV IPC
OMA B,OMAB,mexico,S&P_BMV IPC
Orbia Advance,ORBIA,mexico,S&P_BMV IPC
PINFRA,PINFRA,mexico,S&P_BMV IPC
Qualitas Controladora,Q,mexico,S&P_BMV IPC
Regional,RA,mexico,S&P_BMV IPC
Telesites SAB de CV,SITESB1,mexico,S&P_BMV IPC
Wal Mart de Mexico,WALMEX,mexico,S&P_BMV IPC
Adidas,ADSGn,germany,DAX
Airbus Group,AIRG,germany,DAX
Allianz,ALVG,germany,DAX
BASF,BASFn,germany,DAX
Bayer,BAYGn,germany,DAX
Beiersdorf AG,BEIG,germany,DAX
BMW ST,BMWG,germany,DAX
Brenntag AG,BNRGn,germany,DAX
Continental AG,CONG,germany,DAX
Covestro,1COV,germany,DAX
Daimler,DAIGn,germany,DAX
Delivery Hero,DHER,germany,DAX
Deutsche Bank AG,DBKGn,germany,DAX
Deutsche Boerse,DB1Gn,germany,DAX
Deutsche Post,DPWGn,germany,DAX
Deutsche Telekom AG,DTEGn,germany,DAX
E.ON SE,EONGn,germany,DAX
Fresenius Medical Care,FMEG,germany,DAX
Fresenius SE,FREG,germany,DAX
Heidelbergcement,HEIG,germany,DAX
HelloFresh,HFGG,germany,DAX
Henkel VZO,HNKG_p,germany,DAX
Infineon,IFXGn,germany,DAX
Linde PLC,LINI,germany,DAX
Merck,MRCG,germany,DAX
MTU Aero,MTXGn,germany,DAX
Muench. Rueckvers.,MUVGn,germany,DAX
Porsche,PSHG_p,germany,DAX
Puma SE,PUMG,germany,DAX
Qiagen,QIA,germany,DAX
RWE AG ST,RWEG,germany,DAX
SAP,SAPG,germany,DAX
Sartorius AG VZO,SATG_p,germany,DAX
Siemens AG,SIEGn,germany,DAX
Siemens Energy AG,ENR1n,germany,DAX
Siemens Healthineers,SHLG,germany,DAX
Symrise AG,SY1G,germany,DAX
Volkswagen VZO,VOWG_p,germany,DAX
Vonovia,VNAn,germany,DAX
Zalando SE,ZALG,germany,DAX
3I Group,III,united kingdom,FTSE 100
Abrdn,ABDN,united kingdom,FTSE 100
Admiral Group,ADML,united kingdom,FTSE 100
Anglo American,AAL,united kingdom,FTSE 100
Antofagasta,ANTO,united kingdom,FTSE 100
Ashtead Group,AHT,united kingdom,FTSE 100
Associated British Foods,ABF,united kingdom,FTSE 100
AstraZeneca,AZN,united kingdom,FTSE 100
Auto Trader Group Plc,AUTOA,united kingdom,FTSE 100
Avast,AVST,united kingdom,FTSE 100
Aveva,AVV,united kingdom,FTSE 100
Aviva,AV,united kingdom,FTSE 100
B&M European Value Retail SA,BMEB,united kingdom,FTSE 100
BAE Systems,BAES,united kingdom,FTSE 100
Barclays,BARC,united kingdom,FTSE 100
Barratt Developments,BDEV,united kingdom,FTSE 100
Berkeley,BKGH,united kingdom,FTSE 100
BHP Group,BHPB,united kingdom,FTSE 100
BP,BP,united kingdom,FTSE 100
British American Tobacco,BATS,united kingdom,FTSE 100
British Land Company,BLND,united kingdom,FTSE 100
BT Group,BT,united kingdom,FTSE 100
Bunzl,BNZL,united kingdom,FTSE 100
Burberry Group,BRBY,united kingdom,FTSE 100
Coca Cola HBC AG,CCH,united kingdom,FTSE 100
Compass,CPG,united kingdom,FTSE 100
CRH,CRH,united kingdom,FTSE 100
Croda Intl,CRDA,united kingdom,FTSE 100
DCC,DCC,united kingdom,FTSE 100
Diageo,DGE,united kingdom,FTSE 100
DS Smith,SMDS,united kingdom,FTSE 100
Entain,ENT,united kingdom,FTSE 100
Evraz,EVRE,united kingdom,FTSE 100
Experian,EXPN,united kingdom,FTSE 100
Ferguson,FERG,united kingdom,FTSE 100
Flutter Entertainment,FLTRF,united kingdom,FTSE 100
Fresnillo,FRES,united kingdom,FTSE 100
GlaxoSmithKline,GSK,united kingdom,FTSE 100
Glencore,GLEN,united kingdom,FTSE 100
Halma,HLMA,united kingdom,FTSE 100
Hargreaves Lansdown,HRGV,united kingdom,FTSE 100
Hikma Pharma,HIK,united kingdom,FTSE 100
HSBC,HSBA,united kingdom,FTSE 100
IAG,ICAG,united kingdom,FTSE 100
Imperial Brands,IMB,united kingdom,FTSE 100
Informa,INF,united kingdom,FTSE 100
InterContinental,IHG,united kingdom,FTSE 100
Intermediate Capital,ICP,united kingdom,FTSE 100
Intertek,ITRK,united kingdom,FTSE 100
J Sainsbury,SBRY,united kingdom,FTSE 100
JD Sports Fashion,JD,united kingdom,FTSE 100
Johnson Matthey,JMAT,united kingdom,FTSE 100
Just Eat Takeaway,JETJ,united kingdom,FTSE 100
Kingfisher,KGF,united kingdom,FTSE 100
Land Securities,LAND,united kingdom,FTSE 100
Legal & General,LGEN,united kingdom,FTSE 100
Lloyds Banking,LLOY,united kingdom,FTSE 100
London Stock Exchange,LSE,united kingdom,FTSE 100
M&G,MNG,united kingdom,FTSE 100
Melrose Industries,MRON,united kingdom,FTSE 100
Mondi,MNDI,united kingdom,FTSE 100
Morrison Supermarkets,MRW,united kingdom,FTSE 100
National Grid,NG,united kingdom,FTSE 100
NatWest Group,NWG,united kingdom,FTSE 100
Next,NXT,united kingdom,FTSE 100
Ocado,OCDO,united kingdom,FTSE 100
Pearson,PSON,united kingdom,FTSE 100
Pennon,PNN,united kingdom,FTSE 100
Pershing Square,PSHP,united kingdom,FTSE 100
Persimmon,PSN,united kingdom,FTSE 100
Phoenix,PHNX,united kingdom,FTSE 100
Polymetal,POLYP,united kingdom,FTSE 100
Prudential,PRU,united kingdom,FTSE 100
Reckitt Benckiser,RB,united kingdom,FTSE 100
Relx,REL,united kingdom,FTSE 100
Rentokil,RTO,united kingdom,FTSE 100
Rightmove,RMV,united kingdom,FTSE 100
Rio Tinto PLC,RIO,united kingdom,FTSE 100
Rolls-Royce Holdings,RR,united kingdom,FTSE 100
Royal Dutch Shell A,RDSa,united kingdom,FTSE 100
Royal Dutch Shell B,RDSb,united kingdom,FTSE 100
Sage,SGE,united kingdom,FTSE 100
Schroders,SDRt,united kingdom,FTSE 100
Scottish Mortgage,SMT,united kingdom,FTSE 100
Segro,SGRO,united kingdom,FTSE 100
Severn Trent,SVT,united kingdom,FTSE 100
Smith & Nephew,SN,united kingdom,FTSE 100
Smiths Group,SMIN,united kingdom,FTSE 100
Smurfit Kappa,SKG,united kingdom,FTSE 100
Spirax-Sarco Engineering,SPX,united kingdom,FTSE 100
SSE,SSE,united kingdom,FTSE 100
St. James’s Place,SJP,united kingdom,FTSE 100
Standard Chartered,STAN,united kingdom,FTSE 100
Taylor Wimpey,TW,united kingdom,FTSE 100
Tesco,TSCO,united kingdom,FTSE 100
Unilever,ULVR,united kingdom,FTSE 100
United Utilities,UU,united kingdom,FTSE 100
Vodafone Group PLC,VOD,united kingdom,FTSE 100
Whitbread,WTB,united kingdom,FTSE 100
WPP,WPP,united kingdom,FTSE 100
Air Liquide,AIRP,france,CAC 40
Airbus Group,AIR,france,CAC 40
Alstom,ALSO,france,CAC 40
ArcelorMittal,MT,france,CAC 40
AXA,AXAF,france,CAC 40
BNP Paribas,BNPP,france,CAC 40
Bouygues,BOUY,france,CAC 40
Capgemini,CAPP,france,CAC 40
Carrefour,CARR,france,CAC 40
Credit Agricole,CAGR,france,CAC 40
Danone,DANO,france,CAC 40
Dassault Systemes,DAST,france,CAC 40
Engie,ENGIE,france,CAC 40
EssilorLuxottica,ESLX,france,CAC 40
Eurofins Scientific,EUFI,france,CAC 40
Hermes International,HRMS,france,CAC 40
Kering,PRTP,france,CAC 40
L'Oreal,OREP,france,CAC 40
Legrand,LEGD,france,CAC 40
Louis Vuitton,LVMH,france,CAC 40
Michelin,MICP,france,CAC 40
Orange,ORAN,france,CAC 40
Pernod Ricard,PERP,france,CAC 40
Publicis Groupe,PUBP,france,CAC 40
Renault,RENA,france,CAC 40
Safran,SAF,france,CAC 40
Saint Gobain,SGOB,france,CAC 40
Sanofi,SASY,france,CAC 40
Schneider Electric,SCHN,france,CAC 40
Societe Generale,SOGN,france,CAC 40
Stellantis NV,STLA,france,CAC 40
STMicroelectronics,STM,france,CAC 40
Teleperformance,TEPRF,france,CAC 40
Thales,TCFP,france,CAC 40
TotalEnergies SE,TTEF,france,CAC 40
Veolia Environnement,VIE,france,CAC 40
Vinci,SGEF,france,CAC 40
Vivendi,VIV,france,CAC 40
WFD Unibail Rodamco,URW,france,CAC 40
Worldline SA,WLN,france,CAC 40
Intesa Sanpaolo,ISP,italy,Euro Stoxx 50
Santander,SAN,germany,Euro Stoxx 50
Enel,ENEI,italy,Euro Stoxx 50
Eni SpA,ENI,italy,Euro Stoxx 50
Deutsche Telekom AG,DTEGn,germany,Euro Stoxx 50
ING Groep,INGA,netherlands,Euro Stoxx 50
Iberdrola,IBE,spain,Euro Stoxx 50
TotalEnergies SE,TTEF,france,Euro Stoxx 50
AXA,AXAF,france,Euro Stoxx 50
Engie,ENGIE,france,Euro Stoxx 50
Infineon,IFXGn,germany,Euro Stoxx 50
Ahold Delhaize,AD,netherlands,Euro Stoxx 50
Vivendi,VIV,france,Euro Stoxx 50
Bayer,BAYGn,germany,Euro Stoxx 50
SAP,SAPG,germany,Euro Stoxx 50
Deutsche Post,DPWGn,germany,Euro Stoxx 50
Prosus,NO Esta,germany,Euro Stoxx 50
BASF,BASFn,germany,Euro Stoxx 50
Siemens AG,SIEGn,germany,Euro Stoxx 50
Daimler,DAIGn,germany,Euro Stoxx 50
BNP Paribas,NO Esta,germany,Euro Stoxx 50
Airbus Group,AIRG,germany,Euro Stoxx 50
Philips,NO Esta,germany,Euro Stoxx 50
Sanofi,NO Esta,germany,Euro Stoxx 50
KONE Oyj,NO Esta,germany,Euro Stoxx 50
Inditex,NO Esta,germany,Euro Stoxx 50
CRH,NO Esta,germany,Euro Stoxx 50
BMW ST,BMWG,germany,Euro Stoxx 50
Danone,NO Esta,germany,Euro Stoxx 50
Volkswagen VZO,VOWG_p,germany,Euro Stoxx 50
Anheuser Busch Inbev,NO Esta,germany,Euro Stoxx 50
Adidas,ADSGn,germany,Euro Stoxx 50
Allianz,ALVG,germany,Euro Stoxx 50
Vinci,NO Esta,germany,Euro Stoxx 50
Linde PLC,LINI,germany,Euro Stoxx 50
Safran,NO Esta,germany,Euro Stoxx 50
Schneider Electric,NO Esta,germany,Euro Stoxx 50
EssilorLuxottica,NO Esta,germany,Euro Stoxx 50
ASML Holding,NO Esta,germany,Euro Stoxx 50
Amadeus,NO Esta,germany,Euro Stoxx 50
Air Liquide,NO Esta,germany,Euro Stoxx 50
Flutter Entertainment,NO Esta,germany,Euro Stoxx 50
Pernod Ricard,NO Esta,germany,Euro Stoxx 50
Louis Vuitton,NO Esta,germany,Euro Stoxx 50
Deutsche Boerse,DB1Gn,germany,Euro Stoxx 50
Muench. Rueckvers.,MUVGn,germany,Euro Stoxx 50
L'Oreal,NO Esta,germany,Euro Stoxx 50
Kering,NO Esta,germany,Euro Stoxx 50
Adyen,NO Esta,germany,Euro Stoxx 50
Vonovia,VNAn,germany,Euro Stoxx 50
Adyen,ADYEN,netherlands,AEX
Aegon,AEGN,netherlands,AEX
Ahold Delhaize,AD,netherlands,AEX
Akzo Nobel,AKZO,netherlands,AEX
ArcelorMittal,MT,netherlands,AEX
ASM,ASMI,netherlands,AEX
ASML Holding,ASML,netherlands,AEX
ASR Nederland,ASRNL,netherlands,AEX
BE Semiconductor,BESI,netherlands,AEX
Heineken,HEIN,netherlands,AEX
IMCD NV,IMCD,netherlands,AEX
ING Groep,INGA,netherlands,AEX
Just Eat Takeaway,NO Esta,netherlands,AEX
Koninklijke DSM,DSMN,netherlands,AEX
Koninklijke KPN,KPN,netherlands,AEX
NN Group NV,NN,netherlands,AEX
Philips,PHG,netherlands,AEX
Prosus,PRX,netherlands,AEX
Randstad,RAND,netherlands,AEX
Relx,REL,netherlands,AEX
Royal Dutch Shell A,RDSa,netherlands,AEX
Signify,LIGHT,netherlands,AEX
Unilever,NO Esta,netherlands,AEX
WFD Unibail Rodamco,URW,netherlands,AEX
Wolters Kluwer,WLSNc,netherlands,AEX
Santander,SAN,spain,IBEX 35
Banco de Sabadell,NO Esta,spain,IBEX 35
IAG,ICAG,spain,IBEX 35
BBVA,BBVA,spain,IBEX 35
Telefonica,TEF,spain,IBEX 35
Caixabank,CABK,spain,IBEX 35
Iberdrola,IBE,spain,IBEX 35
Repsol,REP,spain,IBEX 35
Mapfre,MAP,spain,IBEX 35
Bankinter,BKT,spain,IBEX 35
Endesa,ELE,spain,IBEX 35
Acerinox,ACX,spain,IBEX 35
Gamesa,SGREN,spain,IBEX 35
Melia Hotels,MEL,spain,IBEX 35
Inditex,ITX,spain,IBEX 35
ArcelorMittal,MTS,spain,IBEX 35
Merlin Properties SA,MRL,spain,IBEX 35
Red Electrica,REE,spain,IBEX 35
Ferrovial,FER,spain,IBEX 35
Grifols,GRLS,spain,IBEX 35
Cellnex Telecom,CLNX,spain,IBEX 35
Indra A,IDR,spain,IBEX 35
Enagas,ENAG,spain,IBEX 35
Inmobiliaria Colonial,COL,spain,IBEX 35
ACS,ACS,spain,IBEX 35
Amadeus,AMA,spain,IBEX 35
Naturgy Energy,NTGY,spain,IBEX 35
Solaria,SLRS,spain,IBEX 35
Fluidra,FLUI,spain,IBEX 35
Almirall,ALM,spain,IBEX 35
Cie Automotive,CIEA,spain,IBEX 35
Aena,AENA,spain,IBEX 35
Pharma Mar,PHMR,spain,IBEX 35
Viscofan,VIS,spain,IBEX 35
Acciona,ANA,spain,IBEX 35
A2A,A2,italy,FTSE MIB
Amplifon,AMPF,italy,FTSE MIB
Assicurazioni Generali,NO Esta,italy,FTSE MIB
Atlantia,ATL,italy,FTSE MIB
Azimut Holding,AZMT,italy,FTSE MIB
Banca Generali,BGN,italy,FTSE MIB
Banca Mediolanum,BMED,italy,FTSE MIB
Banco Bpm,BAMI,italy,FTSE MIB
Bper Banca,EMII,italy,FTSE MIB
Buzzi Unicem,BZU,italy,FTSE MIB
Campari,CPRI,italy,FTSE MIB
CNH Industrial NV,CNHI,italy,FTSE MIB
Diasorin,DIAS,italy,FTSE MIB
Enel,ENEI,italy,FTSE MIB
Eni SpA,NO Esta,italy,FTSE MIB
Exor,EXOR,italy,FTSE MIB
Ferrari NV,RACE,italy,FTSE MIB
FinecoBank,FBK,italy,FTSE MIB
Hera,HRA,italy,FTSE MIB
Interpump,ITPG,italy,FTSE MIB
Intesa Sanpaolo,ISP,italy,FTSE MIB
Inwit,INWT,italy,FTSE MIB
Italgas,IG,italy,FTSE MIB
Leonardo,LDOF,italy,FTSE MIB
Mediobanca,MDBI,italy,FTSE MIB
Moncler SpA,MONC,italy,FTSE MIB
Nexi,NEXII,italy,FTSE MIB
Pirelli & C,PIRC,italy,FTSE MIB
Poste Italiane,PST,italy,FTSE MIB
Prysmian,PRY,italy,FTSE MIB
Recordati,RECI,italy,FTSE MIB
Saipem,SPMI,italy,FTSE MIB
Snam,SRG,italy,FTSE MIB
Stellantis NV,NO Esta,italy,FTSE MIB
STMicroelectronics,STM,italy,FTSE MIB
Telecom Italia,TLIT,italy,FTSE MIB
Tenaris,TENR,italy,FTSE MIB
Terna,TRN,italy,FTSE MIB
UniCredit,CRDI,italy,FTSE MIB
Unipol Gruppo,UNPI,italy,FTSE MIB
Credit Suisse,CSGN,switzerland,SMI
UBS Group,UBSG,switzerland,SMI
Richemont,CFR,switzerland,SMI
ABB,ABBN,switzerland,SMI
Novartis,NOVN,switzerland,SMI
Nestle,NESN,switzerland,SMI
Logitech,LOGN,switzerland,SMI
Holcim,NO Esta,switzerland,SMI
Roche Holding Participation,ROG,switzerland,SMI
Alcon,ALCC,switzerland,SMI
Swiss Re,SRENH,switzerland,SMI
Sika,SIKA,switzerland,SMI
Zurich Insurance Group,ZURN,switzerland,SMI
Lonza Group,LONN,switzerland,SMI
Swiss Life Holding,SLHN,switzerland,SMI
Swisscom,SCMN,switzerland,SMI
Geberit,GEBN,switzerland,SMI
Partners Group,PGHN,switzerland,SMI
Givaudan,GIVN,switzerland,SMI
SGS,SGSN,switzerland,SMI
Banco Comercial,BCP,portugal,PSI 20
Sonae,YSO,portugal,PSI 20
EDP,EDP,portugal,PSI 20
Galp Energia,GALP,portugal,PSI 20
REN,RENE,portugal,PSI 20
Mota Engil,MOTA,portugal,PSI 20
Jeronimo Martins,NO Esta,portugal,PSI 20
Pharol SGPS SA,PHRA,portugal,PSI 20
Greenvolt Energias Renovaveis,NO Esta,portugal,PSI 20
Nos SGPS SA,NOS,portugal,PSI 20
Altri,ALSS,portugal,PSI 20
CTT Correios de Portugal SA,CTT,portugal,PSI 20
EDP Renovaveis,EDPR,portugal,PSI 20
The Navigator,NVGR,portugal,PSI 20
Corticeira Amorim,CORA,portugal,PSI 20
Ibersol,IBS,portugal,PSI 20
Novabase,NBA,portugal,PSI 20
Semapa,SEM,portugal,PSI 20
Ramada,RAMA,portugal,PSI 20
KBC Groep,NO Esta,belgium,BEL 20.00
Aperam,NO Esta,belgium,BEL 20.00
Umicore,UMI,belgium,BEL 20.00
Anheuser Busch Inbev,ABI,belgium,BEL 20.00
Proximus,PROX,belgium,BEL 20.00
Ageas,AGES,belgium,BEL 20.00
Galapagos,NO Esta,belgium,BEL 20.00
Etablissementen Franz Colruyt,COLR,belgium,BEL 20.00
UCB,UCB,belgium,BEL 20.00
Warehouses de Pauw,WDPP,belgium,BEL 20.00
GBL,GBLB,belgium,BEL 20.00
Solvay,SOLB,belgium,BEL 20.00
Telenet,TNET,belgium,BEL 20.00
Elia,ELI,belgium,BEL 20.00
Argen-X,ARGX,belgium,BEL 20.00
Aedifica,AOO,belgium,BEL 20.00
Cofinimmo,COFB,belgium,BEL 20.00
Ackermans,ACKB,belgium,BEL 20.00
Sofina,SOF,belgium,BEL 20.00
Melexis NV,MLXS,belgium,BEL 20.00
Erste Group Bank AG,ERST,austria,ATX
Raiffeisen Bank,RBIV,austria,ATX
OMV AG,OMVV,austria,ATX
Voestalpine,VOES,austria,ATX
Wienerberger AG,WBSV,austria,ATX
Uniqa Insurance AG,UNIQ,austria,ATX
At&S Austria,ATSV,austria,ATX
Oesterr. Post AG,POST,austria,ATX
BAWAG,BAWG,austria,ATX
Immofinanz,IMFI,austria,ATX
Andritz AG,ANDR,austria,ATX
Facc AG,FACC,austria,ATX
Verbund AG Kat. A,VERB,austria,ATX
Lenzing AG,LENV,austria,ATX
Telekom Austria,TELA,austria,ATX
Vienna Insurance AG,VIGR,austria,ATX
CA Immobilien Anlagen AG,CAIV,austria,ATX
S Immo Ag,SIAG,austria,ATX
Schoeller-Bleckmann AG,SBOE,austria,ATX
DO & CO,DOCO,austria,ATX
Swedish Match,SWMA,sweden,OMX Stockholm 30
Investor B,INVEb,sweden,OMX Stockholm 30
Telia Company,TELIA,sweden,OMX Stockholm 30
LM Ericsson B,ERICb,sweden,OMX Stockholm 30
Nordea Bank,NDASE,sweden,OMX Stockholm 30
Sinch AB,NO Esta,sweden,OMX Stockholm 30
SEB A,SEBa,sweden,OMX Stockholm 30
Hexagon B,HEXAb,sweden,OMX Stockholm 30
H&M B,HMb,sweden,OMX Stockholm 30
Volvo B,VOLVb,sweden,OMX Stockholm 30
Svenska Handelsbanken A,SHBa,sweden,OMX Stockholm 30
Swedbank A,SWEDa,sweden,OMX Stockholm 30
Tele2 AB,TEL2b,sweden,OMX Stockholm 30
Electrolux B,ELUXb,sweden,OMX Stockholm 30
AstraZeneca,AZN,sweden,OMX Stockholm 30
Sandvik AB,SAND,sweden,OMX Stockholm 30
ASSA ABLOY B,ASSAb,sweden,OMX Stockholm 30
SCA B,SCAb,sweden,OMX Stockholm 30
SKF B,SKFb,sweden,OMX Stockholm 30
ABB,ABB,sweden,OMX Stockholm 30
Boliden,BOL,sweden,OMX Stockholm 30
Getinge B,GETIb,sweden,OMX Stockholm 30
Essity B,ESSITYb,sweden,OMX Stockholm 30
Kinnevik B,KINVb,sweden,OMX Stockholm 30
Atlas Copco A,ATCOa,sweden,OMX Stockholm 30
Skanska B,SKAb,sweden,OMX Stockholm 30
Alfa Laval AB,ALFA,sweden,OMX Stockholm 30
Evolution Gaming,EVOG,sweden,OMX Stockholm 30
Autoliv Inc. SDB,ALIVsdb,sweden,OMX Stockholm 30
Atlas Copco B,ATCOb,sweden,OMX Stockholm 30
Vestas Wind,VWS,denmark,OMX Copenhagen 25
Danske Bank,DANSKE,denmark,OMX Copenhagen 25
Novo Nordisk B,NOVOb,denmark,OMX Copenhagen 25
Ambu,AMBUb,denmark,OMX Copenhagen 25
GN Store Nord,GN,denmark,OMX Copenhagen 25
ISS A/S,ISS,denmark,OMX Copenhagen 25
Tryg,TRYG,denmark,OMX Copenhagen 25
Pandora,PNDORA,denmark,OMX Copenhagen 25
Orsted,NO Esta,denmark,OMX Copenhagen 25
Novozymes B,NZYMb,denmark,OMX Copenhagen 25
Coloplast,COLOb,denmark,OMX Copenhagen 25
Demant,NO Esta,denmark,OMX Copenhagen 25
DSV,DSV,denmark,OMX Copenhagen 25
Simcorp A/S,SIM,denmark,OMX Copenhagen 25
Chr Hansen,NO Esta,denmark,OMX Copenhagen 25
Carlsberg B,CARLb,denmark,OMX Copenhagen 25
Genmab,GMAB,denmark,OMX Copenhagen 25
Moller Maersk B,MAERSKb,denmark,OMX Copenhagen 25
Rockwool Int. B,ROCKb,denmark,OMX Copenhagen 25
Moller Maersk A,MAERSKa,denmark,OMX Copenhagen 25
Bank VTB PAO,NO Esta,russia,MOEX Russia
FSK EES,FEES,russia,MOEX Russia
Surgut,SNGS,russia,MOEX Russia
RusHydro JSC,HYDR,russia,MOEX Russia
Surgut-pref,SNGS_p,russia,MOEX Russia
Inter rao ees,IRAO,russia,MOEX Russia
Gazprom PAO,GAZP,russia,MOEX Russia
Unipro,UPRO,russia,MOEX Russia
Rossiyskiye Seti PAO,NO Esta,russia,MOEX Russia
Sberbank Rossii,SBER,russia,MOEX Russia
Moskovskiy Kreditnyi Bank OAO,CBOM,russia,MOEX Russia
OK Rusal MKPAO,NO Esta,russia,MOEX Russia
ALROSA ao,ALRS,russia,MOEX Russia
AFK Sistema,AFKS,russia,MOEX Russia
MMK,MAGN,russia,MOEX Russia
Aeroflot,AFLT,russia,MOEX Russia
Petropavlovsk,NO Esta,russia,MOEX Russia
NLMK PAO,NO Esta,russia,MOEX Russia
Sberbank Rossii Pref,SBER_p,russia,MOEX Russia
Moskovskaya Birzha OAO,MOEX,russia,MOEX Russia
Rosneft,NO Esta,russia,MOEX Russia
Tatneft-3,TATN,russia,MOEX Russia
Detskiy Mir,DSKY,russia,MOEX Russia
Polymetal,POLY,russia,MOEX Russia
NOVATEK,NVTK,russia,MOEX Russia
Rostelecom,RTKM,russia,MOEX Russia
MTS,MTSS,russia,MOEX Russia
Lukoil,LKOH,russia,MOEX Russia
Severstal - ao,CHMF,russia,MOEX Russia
Tatneft Pref,TATN_p,russia,MOEX Russia
Yandex,YNDX,russia,MOEX Russia
Magnit,MGNT,russia,MOEX Russia
PIK,PIKK,russia,MOEX Russia
X5 Retail Group,FIVEDR,russia,MOEX Russia
