Name,,,,,,,,,
Aecon Group Inc.,,,,,,,,,
Agnico Eagle Mines,,,,,,,,,
Air Canada,,,,,,,,,
Alamos Gold,,,,,,,,,
Algonquin Power,,,,,,,,,
Alimentation Couche-Tard,,,,,,,,,
Allied Properties,,,,,,,,,
AltaGas,,,,,,,,,
Altus Group,,,,,,,,,
ARC Resources,,,,,,,,,
Aritzia,,,,,,,,,
Artis REIT,,,,,,,,,
Atco,,,,,,,,,
ATS Automation Tooling,,,,,,,,,
Aurora Cannabis,,,,,,,,,
B2Gold,,,,,,,,,
Badger Infrastructure Solutions,,,,,,,,,
Ballard,,,,,,,,,
Bank of Montreal,,,,,,,,,
Bank of Nova Scotia,,,,,,,,,
Barrick Gold,,,,,,,,,
Bausch Health,,,,,,,,,
BCE Inc,,,,,,,,,
Birchcliff Energy,,,,,,,,,
BlackBerry,,,,,,,,,
Boardwalk REIT,,,,,,,,,
Bombardier Inc,,,,,,,,,
Boralex,,,,,,,,,
Boyd Group IF,,,,,,,,,
Brookfield Asset Management,,,,,,,,,
Brookfield Business,,,,,,,,,
Brookfield Infrastructure Partners,,,,,,,,,
Brookfield Renewable,,,,,,,,,
BRP Inc,,,,,,,,,
CAE Inc.,,,,,,,,,
Cameco,,,,,,,,,
Canaccord Genuity,,,,,,,,,
Canada Goose,,,,,,,,,
Canadian Apartment Properties,,,,,,,,,
Canadian Imperial Bank,,,,,,,,,
Canadian National Railway,,,,,,,,,
Canadian Natural,,,,,,,,,
Canadian Pacific Railway,,,,,,,,,
Canadian Tire Ltd,,,,,,,,,
Canadian Utilities,,,,,,,,,
Canadian Western Bank,,,,,,,,,
Canfor Corporation,,,,,,,,,
Canopy Growth,,,,,,,,,
Capital Power,,,,,,,,,
Capstone Mining,,,,,,,,,
Cargojet,,,,,,,,,
Cascades Inc.,,,,,,,,,
CCL Industries Inc,,,,,,,,,
Celestica Inc.,,,,,,,,,
Cenovus Energy Inc,,,,,,,,,
Centerra Gold,,,,,,,,,
CGI Inc,,,,,,,,,
Chartwell Retirement Residences,,,,,,,,,
Choice Properties REIT,,,,,,,,,
CI Financial Corp,,,,,,,,,
Cogeco Communications,,,,,,,,,
Colliers International,,,,,,,,,
Cominar Real Estate Invest,,,,,,,,,
Constellation Software,,,,,,,,,
Converge Tech,,,,,,,,,
Corus Entertainment,,,,,,,,,
Crescent Point Energy,,,,,,,,,
Crombie REIT,,,,,,,,,
Cronos,,,,,,,,,
CT Real Estate,,,,,,,,,
Denison Mines,,,,,,,,,
Descartes Systems,,,,,,,,,
Docebo,,,,,,,,,
Dollarama,,,,,,,,,
Dream Industrial REIT,,,,,,,,,
Dream Office REIT,,,,,,,,,
Dundee Precious Metals,,,,,,,,,
Dye & Durham,,,,,,,,,
ECN Capital,,,,,,,,,
Eldorado Gold,,,,,,,,,
Element Fleet,,,,,,,,,
Emera Incorporated,,,,,,,,,
Empire Company,,,,,,,,,
Enbridge,,,,,,,,,
Endeavour Silver,,,,,,,,,
Enerplus,,,,,,,,,
Enghouse Systems,,,,,,,,,
Equinox Gold,,,,,,,,,
Equitable Group Inc.,,,,,,,,,
Ero Copper,,,,,,,,,
Exchange Income,,,,,,,,,
Fairfax Financial,,,,,,,,,
Finning International,,,,,,,,,
First Capital Realty,,,,,,,,,
First Majestic Silver,,,,,,,,,
First Quantum Minerals,,,,,,,,,
FirstService,,,,,,,,,
Fortis Inc,,,,,,,,,
Fortuna Silver,,,,,,,,,
Franco-Nevada,,,,,,,,,
George Weston,,,,,,,,,
Gfl Environmental,,,,,,,,,
Gibson Energy Inc.,,,,,,,,,
Gildan Activewear,,,,,,,,,
goeasy,,,,,,,,,
Granite REIT,,,,,,,,,
Great-West Lifeco,,,,,,,,,
H&R Real Estate,,,,,,,,,
Home Capital Group,,,,,,,,,
HudBay Minerals,,,,,,,,,
Hydro One Limited,,,,,,,,,
iA Financial,,,,,,,,,
IAMGold,,,,,,,,,
IGM Financial Inc.,,,,,,,,,
Imperial Oil,,,,,,,,,
Innergex Renewable Energy,,,,,,,,,
Intact Financial,,,,,,,,,
Interfor Corp,,,,,,,,,
InterRent REIT,,,,,,,,,
Intertape Polymer,,,,,,,,,
Ivanhoe Mines,,,,,,,,,
Jamieson Wellness,,,,,,,,,
K92 Mining,,,,,,,,,
Keyera Corp.,,,,,,,,,
Killam Properties,,,,,,,,,
Kinaxis Inc,,,,,,,,,
Kinross Gold,,,,,,,,,
Kirkland Lake Gold,,,,,,,,,
Labrador Iron Ore Royalty,,,,,,,,,
Laurentian Bank Of Canada,,,,,,,,,
LifeWorks,,,,,,,,,
Lightspeed Commerce,,,,,,,,,
Linamar,,,,,,,,,
Lithium Americas,,,,,,,,,
Loblaw Companies,,,,,,,,,
Lundin Mining,,,,,,,,,
MAG Silver,,,,,,,,,
Magna Intl,,,,,,,,,
Manulife Financial,,,,,,,,,
Maple Leaf Foods,,,,,,,,,
Martinrea,,,,,,,,,
MEG Energy Corp,,,,,,,,,
Methanex,,,,,,,,,
Metro Inc.,,,,,,,,,
MTY Food,,,,,,,,,
Mullen Group,,,,,,,,,
National Bank of Canada,,,,,,,,,
New Gold,,,,,,,,,
NexGen Energy,,,,,,,,,
NFI Group,,,,,,,,,
North West,,,,,,,,,
Northland Power,,,,,,,,,
Northwest Healthcare,,,,,,,,,
Novagold,,,,,,,,,
Nutrien,,,,,,,,,
Nuvei,,,,,,,,,
OceanaGold,,,,,,,,,
Onex Corp,,,,,,,,,
Open Text,,,,,,,,,
OrganiGram Holdings Inc,,,,,,,,,
Osisko Gold Ro,,,,,,,,,
Osisko Mining,,,,,,,,,
Pan American Silver,,,,,,,,,
Parex Resources,,,,,,,,,
Parkland Fuel,,,,,,,,,
Pembina Pipeline,,,,,,,,,
Power Corporation,,,,,,,,,
PrairieSky Royalty,,,,,,,,,
Premium Brands,,,,,,,,,
Pretium Resources,,,,,,,,,
Primo Water,,,,,,,,,
Quebecor B,,,,,,,,,
RBC,,,,,,,,,
Real Matters,,,,,,,,,
Restaurant Brands Int,,,,,,,,,
Richelieu Hardware,,,,,,,,,
Riocan REIT,,,,,,,,,
Ritchie Bros Auctioneers,,,,,,,,,
Rogers Communications,,,,,,,,,
Russel Metals Inc.,,,,,,,,,
Sandstorm Gold Ltd N,,,,,,,,,
Saputo,,,,,,,,,
